rxn	LB	UB
HMR_0154	0	5.568344503761097
HMR_0189	0	5.5348706047721645
HMR_0193	0	5.5348706047721645
HMR_0197	0	5.5348706047721645
HMR_0201	0	5.5348706047721645
HMR_0206	0	5.5348706047721645
HMR_0210	0	5.5348706047721645
HMR_0214	0	5.5348706047721645
HMR_0223	0	5.5348706047721645
HMR_0230	0	5.5348706047721645
HMR_0234	0	5.5348706047721645
HMR_0242	0	5.5348706047721645
HMR_0246	0	5.5348706047721645
HMR_0250	0	5.5348706047721645
HMR_0256	0	5.5348706047721645
HMR_0260	0	5.5348706047721645
HMR_0264	0	5.5348706047721645
HMR_0268	0	5.5348706047721645
HMR_0272	0	5.5348706047721645
HMR_0276	0	5.5348706047721645
HMR_0280	0	5.5348706047721645
HMR_0284	0	5.5348706047721645
HMR_0290	0	5.5348706047721645
HMR_0294	0	5.5348706047721645
HMR_0298	0	5.5348706047721645
HMR_0302	0	5.5348706047721645
HMR_0306	0	5.5348706047721645
HMR_0310	0	5.5348706047721645
HMR_0314	0	5.5348706047721645
HMR_0320	0	5.5348706047721645
HMR_0324	0	5.5348706047721645
HMR_0328	0	5.5348706047721645
HMR_0332	0	5.5348706047721645
HMR_0338	0	5.5348706047721645
HMR_0342	0	5.5348706047721645
HMR_0346	0	5.5348706047721645
HMR_0350	0	5.5348706047721645
HMR_0354	0	5.5348706047721645
HMR_0358	0	5.5348706047721645
HMR_0362	0	5.5348706047721645
HMR_0366	0	5.5348706047721645
HMR_0370	0	5.5348706047721645
HMR_0374	0	5.5348706047721645
HMR_0378	0	5.5348706047721645
HMR_0382	0	5.5348706047721645
HMR_0386	0	5.5348706047721645
HMR_0390	0	5.5348706047721645
HMR_0394	0	5.5348706047721645
HMR_0398	0	5.5348706047721645
HMR_0402	0	5.5348706047721645
HMR_0406	0	5.5348706047721645
HMR_0410	0	5.5348706047721645
HMR_0414	0	5.5348706047721645
HMR_0418	0	5.5348706047721645
HMR_0422	0	5.5348706047721645
HMR_0426	0	5.5348706047721645
HMR_0430	0	5.5348706047721645
HMR_0434	0	5.5348706047721645
HMR_0438	0	5.5348706047721645
HMR_3009	0	5.5348706047721645
HMR_3475	0	2.302585092994046
HMR_3477	0	1000
HMR_0001	0	5.637464593618552
HMR_0002	0	3.5078071167204135
HMR_0003	0	7.0169459502203155
HMR_0005	0	4.781222129768451
HMR_0604	0	3.660351370499398
HMR_0605	0	5.472270673671475
HMR_0665	0	7.0169459502203155
HMR_0667	0	7.0169459502203155
HMR_0668	0	7.0169459502203155
HMR_0669	0	7.0169459502203155
HMR_0670	0	7.0169459502203155
HMR_0671	0	7.0169459502203155
HMR_0672	0	7.0169459502203155
HMR_0679	0	4.781222129768451
HMR_0680	0	4.781222129768451
HMR_0681	0	4.781222129768451
HMR_0682	0	4.781222129768451
HMR_0683	0	4.781222129768451
HMR_7588	0	3.1832486472250494
AGTix	0	4.364689715020605
ARGSS	0	7.125584735472578
ASPTAm	-5.467004732066187	5.467004732066187
NACASPAH	0	4.1067670822206574
RE2031M	-3.044522437723423	3.044522437723423
ALAR	-4.085976312551584	4.085976312551584
ASPTA	-4.730700908435301	4.730700908435301
r0127	0	3.8501476017100584
ARGSL	-5.797576353942562	5.797576353942562
HMR_9897	0	1.55814461804655
HMR_9899	0	1.55814461804655
HMR_3802	-6.32726691656113	6.32726691656113
HMR_3804	-6.32726691656113	6.32726691656113
HMR_3811	0	7.125584735472578
HMR_3831	0	4.993828175779875
HMR_3862	0	4.007333185232471
HMR_3865	0	5.467004732066187
HMR_3873	0	6.627876018593377
HMR_8654	0	6.627876018593377
HMR_3890	0	6.764750584565133
HMR_3892	0	2.3513752571634776
HMR_9802	0	4.836281906951478
HMR_3899	-4.7318028369214575	4.7318028369214575
HMR_3903	0	1.3545456628053103
HMR_4109	-5.237106635503141	5.237106635503141
HMR_4114	0	4.694782344677779
HMR_4115	0	4.694782344677779
HMR_4172	0	4.007333185232471
HMR_4196	0	3.8528036457681747
HMR_4197	0	3.8528036457681747
HMR_4285	0	2.917770732084279
HMR_6968	-3.044522437723423	3.044522437723423
HMR_9868	0	5.756928218865288
HMR_6971	0	4.174387269895637
HMR_9867	0	5.756928218865288
HMR_6972	0	4.174387269895637
HMR_7641	0	2.12525107771113
HMR_8626	0	1000
HMR_9895	0	0.965080896043587
HMR_3986	0	1000
HMR_3988	0	4.248495242049359
HMR_4158	0	3.5589131276539097
HMR_4299	0	3.096708190893993
HMR_4494	0	4.3710288804643405
HMR_4524	0	2.9041650800285006
HMR_4525	0	4.775967256930092
HMR_4526	0	4.775967256930092
HMR_4528	0	4.775967256930092
HMR_4529	0	2.6479462770325046
HMR_4530	0	0.875
HMR_4536	0	3.7105186292174173
HMR_4628	0	4.259152536523347
HMR_4629	0	2.6026896854443837
HMR_8371	0	2.6479462770325046
HMR_8375	0	0.7537718023763802
HMR_8377	0	3.7105186292174173
ACGAM6PSi	0	4.259152536523347
ACGAMK	0	2.9041650800285006
ACGAMPM	-2.9311937524164198	2.9311937524164198
HEX10	0	4.260917762047916
GF6PTA	0	2.495269436823547
UAG4E	-2.3513752571634776	2.3513752571634776
UAGDP	0	3.5589131276539097
AMANK	0	2.9041650800285006
G6PDA	0	3.096708190893993
ACGAM2E	-1.8523840910444898	1.8523840910444898
HMR_5130	0	3.1832486472250494
HMR_5131	0	3.9889840465642745
HMR_5132	0	3.6408702349275757
HMR_5133	0	4.292170305552021
HMR_5134	0	4.426342518448393
HMR_5135	0	3.1986731175506815
HMR_5136	0	3.5589131276539097
HMR_5137	0	3.934273614362966
HMR_5138	0	3.1623054733798064
HMR_5139	0	3.367295829986474
HMR_5140	0	3.6857495611050086
HMR_5141	0	6.27899035735146
HMR_5142	0	3.6007310673372315
HMR_5143	0	3.367295829986474
HMR_5145	0	3.907010463604602
HMR_5146	0	3.901972669574645
HMR_5147	0	3.9367156180185177
HMR_5148	0	4.232293267473079
HMR_5149	0	2.463853240590168
HMR_5150	0	2.9041650800285006
HMR_1944	0	2.583997552432231
HMR_1945	0	2.583997552432231
HMR_1958	0	2.583997552432231
HMR_1959	0	2.583997552432231
HMR_1960	0	2.583997552432231
HMR_1969	0	0.6286086594223741
HMR_1973	0	6.590301048196686
HMR_1974	0	6.590301048196686
HMR_1976	0	4.034240638152395
HMR_1977	0	4.034240638152395
HMR_2014	0	4.491441420659749
HMR_2015	0	4.491441420659749
HMR_2016	0	7.085901464365611
HMR_2018	0	7.085901464365611
HMR_0941	0	5.70169696816518
HMR_0958	0	0.5596157879354227
HMR_0959	0	0.5596157879354227
HMR_3015	0	5.693311174788906
4HGLSDm	0	4.79268655965915
ARGDCm	0	0.3184537311185346
EHGLAT2m	0	5.467004732066187
EHGLATm	0	5.858290233580273
NOS1	0	0.11778303565638346
NOS2	0	0.11778303565638346
P5CRm	0	1.0116009116784799
P5CRxm	0	1.0116009116784799
PRO1xm	0	4.269697449699962
PROD2m	0	4.269697449699962
r0024	0	0.11778303565638346
r0145	0	0.11778303565638346
r0615	-1.0116009116784799	1.0116009116784799
r0616	-1.0116009116784799	1.0116009116784799
r0617	-1.0116009116784799	1.0116009116784799
r0618	0	1.0116009116784799
r0686	-4.79268655965915	4.79268655965915
P5CR	0	2.8622008809294686
HMR_3806	0	4.79268655965915
HMR_3809	-5.619494658133612	5.619494658133612
HMR_3819	-4.79268655965915	4.79268655965915
HMR_3820	-4.79268655965915	4.79268655965915
HMR_3833	0	2.8622008809294686
HMR_3835	0	2.8622008809294686
HMR_3837	0	2.8622008809294686
HMR_3838	-4.253838086459854	4.253838086459854
HMR_3897	0	0.6931471805599453
HMR_3956	0	3.8394523125933104
HMR_3993	0	0.11778303565638346
HMR_4073	0	3.4299467949481413
HMR_4075	0	2.5745188084776873
HMR_4077	0	1.749199854809259
HMR_4191	0	0.3184537311185346
HMR_4212	0	3.6276687230690396
HMR_4422	0	3.6276687230690396
HMR_4424	0	4.088074949208505
HMR_4583	-4.661077817926388	4.661077817926388
HMR_4607	0	3.1623054733798064
HMR_4776	0	2.315007612992603
HMR_4777	0	2.315007612992603
HMR_4778	0	2.8622008809294686
HMR_4779	0	2.8622008809294686
HMR_4780	-2.8622008809294686	2.8622008809294686
HMR_4781	-2.8622008809294686	2.8622008809294686
HMR_4784	0	4.79268655965915
HMR_4787	0	4.287028906051602
HMR_5384	0	2.4203681286504293
HMR_6965	0	2.327277705584417
HMR_6966	-2.327277705584417	2.327277705584417
HMR_6955	-1000	1000
HMR_8096	-4.79268655965915	4.79268655965915
HMR_8097	0	4.79268655965915
HMR_8427	-2.386466576974748	2.386466576974748
HMR_8609	0	2.8622008809294686
HMR_8610	0	4.253838086459854
HMR_8611	0	4.253838086459854
MMRN_Lipid_pool	0	1000
MMRN_Protein_pool	0	1000
MMRN_Nucleotide_pool	0	1000
MMRN_glycogen	0	1000
MMRN_Biomass	0	1000
cofactors_vitamins	0	1000
HMR_biomass_Renalcancer(with ATP)	0	1000
HMR_6396	0	4.168601332828593
HMR_3526	0	4.007333185232471
HMR_3527	0	6.253107397572801
HMR_3278	0	6.431331081933479
HMR_3288	0	6.390030913524989
HMR_3293	0	6.844682350006176
HMR_3294	0	6.605805234732651
HMR_3296	0	5.493575714372711
HMR_3298	-5.798713794823488	5.798713794823488
HMR_3301	0	6.9975959829819265
HMR_3302	0	5.2331119564227615
HMR_3306	0	6.9975959829819265
HMR_3307	0	5.2331119564227615
HMR_3311	0	6.9975959829819265
HMR_3312	0	5.2331119564227615
HMR_3316	0	6.248526316625653
HMR_3317	0	5.2331119564227615
HMR_3320	0	4.49003987873446
HMR_3321	0	6.9975959829819265
HMR_3322	0	5.493575714372711
HMR_3323	-6.248526316625653	6.248526316625653
HMR_3107	0	6.605805234732651
HMR_3108	0	5.927592470513571
HMR_3109	0	6.431331081933479
HMR_3110	0	6.844682350006176
HMR_3111	0	6.605805234732651
HMR_3112	0	5.927592470513571
HMR_3113	0	6.431331081933479
HMR_3114	0	6.844682350006176
HMR_3115	0	6.605805234732651
HMR_3116	0	5.927592470513571
HMR_3117	0	6.431331081933479
HMR_3118	0	6.844682350006176
HMR_3121	0	6.605805234732651
HMR_3122	0	5.927592470513571
HMR_3123	0	6.431331081933479
HMR_3125	0	6.844682350006176
HMR_3128	0	6.605805234732651
HMR_3129	0	5.927592470513571
HMR_3130	0	6.431331081933479
HMR_3132	0	6.844682350006176
HMR_3135	0	6.605805234732651
HMR_3136	0	5.927592470513571
HMR_3137	0	6.431331081933479
HMR_3139	0	6.844682350006176
HMR_3142	0	5.95518949124327
HMR_3143	0	5.927592470513571
HMR_3144	0	6.431331081933479
HMR_3146	0	6.844682350006176
HMR_3149	0	5.95518949124327
HMR_3150	0	5.927592470513571
HMR_3151	0	6.431331081933479
HMR_3153	0	6.844682350006176
HMR_3156	0	5.011468280400147
HMR_3157	0	5.927592470513571
HMR_3158	0	6.431331081933479
HMR_3160	0	6.844682350006176
HMR_3398	0	7.762542878262242
HMR_3406	0	7.762542878262242
HMR_3407	0	7.762542878262242
HMR_3408	0	7.762542878262242
HMR_3409	0	7.762542878262242
HMR_3411	0	7.762542878262242
HMR_3413	0	7.762542878262242
HMR_3414	0	7.762542878262242
HMR_3416	0	7.762542878262242
HMR_3421	0	7.762542878262242
HMR_3422	0	7.762542878262242
HMR_3423	0	7.762542878262242
HMR_3424	0	7.762542878262242
HMR_3425	0	7.762542878262242
HMR_3426	0	7.762542878262242
HMR_9719	0	7.762542878262242
HMR_3427	0	7.762542878262242
HMR_3428	0	7.762542878262242
HMR_3429	0	7.762542878262242
HMR_3430	0	7.762542878262242
HMR_3431	0	7.762542878262242
HMR_3432	0	7.762542878262242
HMR_3433	0	7.762542878262242
HMR_3057	0	6.9975959829819265
HMR_3058	0	5.2331119564227615
HMR_3059	0	6.178721819857783
HMR_3060	0	4.49003987873446
HMR_3062	0	6.9975959829819265
HMR_3063	0	5.2331119564227615
HMR_3064	0	6.178721819857783
HMR_3065	0	4.49003987873446
HMR_3066	0	6.9975959829819265
HMR_3067	0	5.2331119564227615
HMR_3068	0	6.178721819857783
HMR_3069	0	4.49003987873446
HMR_3070	0	6.9975959829819265
HMR_3071	0	5.2331119564227615
HMR_3072	0	6.178721819857783
HMR_3073	0	4.49003987873446
HMR_3074	0	6.9975959829819265
HMR_3075	0	5.2331119564227615
HMR_3076	0	6.178721819857783
HMR_3077	0	4.49003987873446
HMR_3078	0	6.9975959829819265
HMR_3079	0	5.2331119564227615
HMR_3080	0	6.178721819857783
HMR_3081	0	4.49003987873446
HMR_3082	0	6.9975959829819265
HMR_3083	0	5.2331119564227615
HMR_3084	0	6.178721819857783
HMR_3085	0	4.49003987873446
HMR_3086	0	6.9975959829819265
HMR_3087	0	5.2331119564227615
HMR_3088	0	6.178721819857783
HMR_3089	0	4.49003987873446
HMR_3090	0	6.9975959829819265
HMR_3091	0	5.2331119564227615
HMR_3092	0	6.178721819857783
HMR_3093	0	4.49003987873446
HMR_3094	0	6.9975959829819265
HMR_3095	0	5.2331119564227615
HMR_3096	0	6.178721819857783
HMR_3097	0	4.49003987873446
HMR_3098	0	6.9975959829819265
HMR_3099	0	5.2331119564227615
HMR_3100	0	6.178721819857783
HMR_3101	0	4.49003987873446
HMR_3102	0	6.9975959829819265
HMR_3103	0	5.2331119564227615
HMR_3104	0	6.178721819857783
HMR_3170	0	6.605805234732651
HMR_3171	0	5.927592470513571
HMR_3172	0	6.431331081933479
HMR_3173	0	6.844682350006176
HMR_3174	0	6.605805234732651
HMR_3175	0	5.927592470513571
HMR_3176	0	6.431331081933479
HMR_3177	0	6.844682350006176
HMR_3178	0	6.605805234732651
HMR_3179	0	5.927592470513571
HMR_3180	0	6.431331081933479
HMR_3181	0	6.844682350006176
HMR_3182	0	6.605805234732651
HMR_3183	0	5.927592470513571
HMR_3184	0	6.431331081933479
HMR_3185	0	6.844682350006176
HMR_3186	0	6.605805234732651
HMR_3187	0	5.927592470513571
HMR_3188	0	6.431331081933479
HMR_3189	0	6.844682350006176
HMR_3190	0	5.95518949124327
HMR_3191	0	5.927592470513571
HMR_3192	0	6.431331081933479
HMR_3193	0	6.844682350006176
